class_name,source,observation_id,photo_id,license,url,sha256,split
badger,inaturalist,338894989,616384223,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616384223/large.jpg,0105eec56726e696557c6598745ced3dd69e2425e3977cda4095602219724d8c,test
badger,inaturalist,287501972,516955344,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/516955344/large.jpg,a05869ea136521120b0e2b0335bc01320f3fb1e565c33d0c8f63b797602b3c6c,val
badger,inaturalist,319798753,578124226,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/578124226/large.jpg,007f52905cd3dfab718c8b92080913e7157dacffcead04b1fe697e20064a9ded,test
badger,inaturalist,281902424,506429908,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/506429908/large.jpg,11e864dc784e951674a277b876d3e657014628757fb330f55e197715aacf3442,train
badger,inaturalist,281902424,506429942,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/506429942/large.jpg,902677ab060d2c9b12b2a971496fc3d5ae042f03b859e864e285c1abbf8b8a7a,train
badger,inaturalist,277878541,498950618,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498950618/large.jpeg,a4bea33ee701b5480a74105f1defe6906b9239cdf013786d929b494942e631d4,train
badger,inaturalist,336691986,611898233,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/611898233/large.jpg,914ec7eef5e854f2c3506928677cf8c56e181bce6b281aa24afeb94d2026b794,val
badger,inaturalist,260936311,468687033,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/468687033/large.png,47485c5afffcd3714b00d40cab3978da74388578c35efed1186076fb838f5431,test
badger,inaturalist,319160140,576902031,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/576902031/large.jpg,ede165b4ccfba6a0226e624e7dae58fad03da619a6254437c8137fbb6a125e4a,train
badger,inaturalist,277878461,498949925,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498949925/large.jpeg,cede7fe9837b7bc8798be46b0959c7b0c8438d8f7925e6fb35a887bd4e2676bc,train
badger,inaturalist,298271887,537246514,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/537246514/large.jpg,634b440d9247552600e5f526f3a4e715b7f2a93c7dd40e7713031b887d1de391,train
badger,inaturalist,304564278,549056399,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/549056399/large.jpg,11ec6b36e39a30609e669648fe43d7f9f577ab543783b2e2f245240d17d561df,train
badger,inaturalist,262975136,472342015,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/472342015/large.jpeg,25781fac2bfeac1f47a4f43ed6cc12f1186345ef941949a4766c6a1f20aa703e,val
badger,inaturalist,317178660,573117791,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/573117791/large.jpg,8f53e75ed4c92de9749810c450c7fefa9c699bcd609bffbc87b9bacecbef60a5,test
badger,inaturalist,316279565,571799988,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/571799988/large.jpg,962a280f850bc7dc5b0ed9093f99128449b00c6c912b818715f716c5ab1d8007,train
badger,inaturalist,316279565,571800053,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/571800053/large.jpg,8f2628987f19cbf7fa03ea144528a1ff53ba2851702ae1f0a961074c54d10e54,train
badger,inaturalist,308949451,557449111,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/557449111/large.jpg,f157e1b736040211d14b4c2bcbcbdaebb8fe68f4b2a3e090a65c5744ddd9ab63,train
badger,inaturalist,311557816,562432787,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/562432787/large.jpg,25cb27b8838e68c1fa3a4ff2c484740a98e0bd9d7a555cbac282668c7ad0a48f,train
badger,inaturalist,331195801,600761085,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/600761085/large.jpg,a3ddb770663a7c39e4ee07e326298b1beb82eece1ac27d81e545fa7ad1ba2f83,val
badger,inaturalist,286365513,514807366,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/514807366/large.jpg,80bb37000126bf058a3c5846ad4754f5196bd465e5635b5d55a004c6cd2107c1,test
badger,inaturalist,286365513,514806654,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/514806654/large.jpg,3d037c0bb99b9c368ed573facc4e7176547f4b4512a46920396f25fb7b7b75b8,test
badger,inaturalist,286365513,514806991,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/514806991/large.jpg,efc74878073ba4abaa591ff396718f4d443651411bc5f04cdead12e5681a33b3,test
badger,inaturalist,286365513,514806136,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/514806136/large.jpg,5f4c59c8f83d91fb348ac6bd3f39286e17e9c9b5ef4032213ae68f60623dfebc,test
badger,inaturalist,339153888,616902487,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902487/large.jpg,44c439255bb435403b2b3e322e4e95a3858f92d3d013d8b907eeb58ff86676b8,train
badger,inaturalist,312910633,565018079,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/565018079/large.jpg,e9ae5a4577e41479bdd01c1918e777def8e89128f01d1b8b3f0923c6426f08c5,train
badger,inaturalist,339153843,616902466,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902466/large.jpg,8bd54a9814635c512f5a1caab0113fd793547bfa1e6a44f629187bcc63734843,train
badger,inaturalist,304579867,549082788,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/549082788/large.jpg,6ecfd187ff2210a357f91fbe376a57c957c671247b6179e7fdf358fb9bf7b66a,train
badger,inaturalist,313883448,566873039,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/566873039/large.jpg,6c33f960555df90e644fc8dca28f930b44bdaf399be74dde0d7664c09eb508f4,val
badger,inaturalist,324703195,587755697,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/587755697/large.jpg,4abf06d5343aef6db0daaa4fd9bee4c844db9a53bf20ad3cbdbba02770d76c53,train
badger,inaturalist,278077305,499304620,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/499304620/large.jpg,11cb4d86f25d6248ce2c63480d79e8c0449f96cf05e3b23321d026568a928d73,train
badger,inaturalist,330026012,598352177,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/598352177/large.jpg,deb0a217ad83bbd9a654c4396e16246aba68b0aba838c78802870121623747ea,train
badger,inaturalist,303310745,546675597,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/546675597/large.jpg,a1ae526195bd0123df1d77383b6614e761eaf89c454074b8bd17b15334479379,train
badger,inaturalist,339154903,616902880,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902880/large.jpg,316bfff79fb2ac90cb89b25ab2a2d26bb5494edba25503cacebf40eec3473971,val
badger,inaturalist,339154220,616902738,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902738/large.jpg,cb68d534c9c2c6d7872e0da4dbd4d996e5ad32f5315fb62ed4da5975e233e111,train
badger,inaturalist,338729216,616058271,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/616058271/large.jpg,c0e6f3f0275a8574ebc6235e10d75112572ba402c3c35b812f23ce6fa153d621,train
badger,inaturalist,338729216,616058243,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/616058243/large.jpg,b94573d24be68790628d84f87c0ed3a8e01a373265f9f68c71bed4c00517b9be,train
badger,inaturalist,307841753,555313592,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/555313592/large.jpg,18acab8b1a97bc2619a8bab3bcad838fced629ab5bff552aef57fcceca96c5c8,train
badger,inaturalist,307841753,555313630,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/555313630/large.jpg,bea10b926a9aad38ab256d5871f7f0156cd667ce4227e2a021d4698035606a60,train
badger,inaturalist,307841753,555313670,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/555313670/large.jpg,c0ef52876b37d1e54e80760dda30987382fd9162a338adcb97ba3d538e6e0d92,train
badger,inaturalist,307841753,555313705,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/555313705/large.jpg,82c4667a904b2e09ccdaf07e4b9b33608b163603a0b6870abb74828ecc31c72d,train
badger,inaturalist,294681775,530417964,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/530417964/large.jpg,7a706e2858c3c783a49218bd928533ee678bb5a5368111339eadc7d91aa91d99,val
badger,inaturalist,294681775,530418042,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/530418042/large.jpg,93ff14b6b9b25e7c3f8f63fd12bd3bb2219b6d9761b4fd785c72e80d0e74a586,val
badger,inaturalist,294681775,530418033,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/530418033/large.jpg,f8a27558bf03ccd6b593ed239b0d6ca210a9c87c8eb0fe11894f3d4095726590,val
badger,inaturalist,294681775,530417963,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/530417963/large.jpg,29c05ebfd6ce6fb2f7fc2f016b4a7e7edba073edb95cd3075c9800a98542f2e2,val
badger,inaturalist,273705577,492219758,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/492219758/large.jpeg,aa73b55e00557a27e6bf326028119acccd0ca11f528becc826253148bfaf4498,train
badger,inaturalist,332436870,603308259,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/603308259/large.jpg,fd86904a67ada21ce49367ef4c1233714bbc6cbd1e822802400eb37e98341080,test
badger,inaturalist,284473593,511253822,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/511253822/large.jpg,e924ae4d966f04cb865d81ffedd347a284674b4b6a36ced126b6b6ab1f66b1db,train
badger,inaturalist,264797149,475527442,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/475527442/large.jpeg,0dc6d516e3d8675d9ba3e2a35cd91e025110470beb2974d35134058e1712d075,train
badger,inaturalist,291263977,524030658,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/524030658/large.jpg,bb5aa0aed98f26f464646f27c8704a8ed134bcd2bc82033c8d8a040a51e95f2b,train
badger,inaturalist,339154434,616902767,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902767/large.jpg,318cf28de99b970a2a1144ba1858fe99c0b9bc3c5ab26fd13b2b6b8ad3d48c5a,train
badger,inaturalist,277878560,498950825,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498950825/large.jpeg,4ab4c91ae0c9d408ce6b7a484d5990d0f826283c40c5944d4e270d1a00a103f5,test
badger,inaturalist,319178078,576933415,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/576933415/large.jpg,d01593c0686c7afcd3a129f05cd8153ebef529e287403290be7aed6b6be1bf33,train
badger,inaturalist,270613311,486695039,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/486695039/large.jpeg,c8edcb519826cd60226ba0b4f122c896bb38f2af3b9818c133c8f03ca0f63f27,train
badger,inaturalist,269489818,484549557,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/484549557/large.jpg,efd3074d65f0172678f3daecd6c9ec4b5469e649be7ea396029d7361c2f2443a,train
badger,inaturalist,301416500,543142014,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/543142014/large.jpg,a66485f5333e9caa01b1260e1dd3c8f21b5e9543422428b9926781e36a392aec,train
badger,inaturalist,258795859,464412535,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/464412535/large.jpg,a99d6acb808f8210fbea5a9bb6a666a8a3f17fbce95162717945afcdbaf066d0,test
badger,inaturalist,339153842,616902461,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902461/large.jpg,12c0e7f294e98646fb244e26724228f5d21936b72e9e401e5b4886550fa84dd5,train
badger,inaturalist,308647489,556864421,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/556864421/large.jpg,8a301b1bb253b672515e869278af7d5a6f4ea7dae4ae1ed466702e96b22bf325,train
badger,inaturalist,311131234,561617728,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/561617728/large.jpg,2be1cbf421fc5cbf43ef6b6190ca43009e3689f7986599d7fb83e85ff1d05097,train
badger,inaturalist,311131234,561618156,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/561618156/large.jpg,0b4fa0fb1c04087d30ca8f466e0a80bca12e3fdbaec3bf4ad4d849d0ef9192fd,train
badger,inaturalist,311131234,561618285,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/561618285/large.jpg,95111258e42daf2b6d5de2c6f37908d2b5bb3d90bb45a93bf245bcc64c7aca18,train
badger,inaturalist,304579885,549084748,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/549084748/large.jpg,6cf60cc04f68f66f82c248e209593c2c1095981dcc0ceda5b7b08f9ee3835b12,val
badger,inaturalist,304579885,549084847,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/549084847/large.jpg,e317e90e4df0da143b54903ca526ee4bdf9c2cfcff7af9f7270452c093868f78,val
badger,inaturalist,339154933,616902982,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902982/large.jpg,ee2aa1450d3a332ac9942029f8df6501d2228efc4c94d573a1aaaf9ff4e7956f,test
badger,inaturalist,264103685,474550169,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/474550169/large.jpeg,187ef72b00b6ee0c23af788e742f9a89e6daadb4de73a56bc8ff7c3aed5051a9,train
badger,inaturalist,264103685,474550191,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/474550191/large.jpeg,258b50c987c7852e64557e7745da8ef7212aedd92a751166c962a6a02e930f03,train
badger,inaturalist,339153984,616902535,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902535/large.jpg,4ad8b03f6fe50e0c6a20f5b7af481e3c2d2e3c4f3c7143d5b5475fb91e52729e,train
badger,inaturalist,339153819,616902397,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902397/large.jpg,b74bf0bec2d86a6caa629cac49f6d1c5c4a87eca5d071bbf0e854c83d632d660,test
badger,inaturalist,312926000,565064192,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/565064192/large.jpg,9672ba81bb6907ab1f34a372d1a82e0a357057d8cf3bdd2a06896eb82879a09d,train
badger,inaturalist,339154887,616902873,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/616902873/large.jpg,90b8ec5fe9e3b08b0715a7b14418bdc4ef520589b108a47ea6af8a2db1fbac62,train
badger,inaturalist,299722608,539985380,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/539985380/large.jpg,c2c3c075613ed839c19beea27814bd302d480c3092565128a338f2c2f05bbebe,train
badger,inaturalist,299722608,539985381,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/539985381/large.jpg,ba4f8bc0ac44fa2ca809aae1549b7a427a9e022f0d15e70adacc2ac64b0ffc10,train
badger,inaturalist,299722608,539985388,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/539985388/large.jpg,5b6670b1d3d7f008da7fd359505dd793df5b84733ed2578cda1f7c9812bc0732,train
badger,inaturalist,303792792,547577654,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/547577654/large.jpg,b769c38f15bd5d9fa14a1adeaf35ec8b796a1961b1b0304c964a772e4c192e66,val
badger,inaturalist,303792792,547577687,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/547577687/large.jpg,f0fb59916629372aaeaebdc050eb8cfac09f4a03fb82f4e61c507c442af689cc,val
badger,inaturalist,303792792,547577707,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/547577707/large.jpg,f762b1058f62ad8e4ed7230227d8551e6f9e60f2d034ec11d86ef3e7aa5eeba0,val
badger,inaturalist,303792792,547577709,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/547577709/large.jpg,d8d0303a97a4240a4baf7814a6a67df693d36b3f7ea9259b15de44b0c670e96f,val
badger,inaturalist,303792792,547577736,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/547577736/large.jpg,70bda90bffa7a92173eb66c339e62a340e427e072417e7da78e7d696a57e968e,val
badger,inaturalist,337126352,612781692,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/612781692/large.jpg,60d0149b41a2625d4abe6580d8b085b43610c32a553211f849e3a54437ef2e6f,test
badger,inaturalist,337126352,612781720,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/612781720/large.jpg,63351966e6e8608de43e10ea64a6a3e5963fb78d6ff9aa70b365615696d42ed2,test
badger,inaturalist,337126352,612781730,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/612781730/large.jpg,6acc97ead6e89190fee8bcef64553abae23449dfb6083412a7d873bd9c4c5c5d,test
badger,inaturalist,277878640,498952196,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498952196/large.jpeg,ec940d18f8d0b81c38d9fd439596d60fd454c3ac17bfe56e7f1f3c64356b963e,train
badger,inaturalist,304587852,549105658,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/549105658/large.jpg,d7cac4a64b37562fc1cfce88f804da1fe25c6015a8cfa3dd8d70e056a26fbb09,train
badger,inaturalist,304587852,549105686,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/549105686/large.jpg,83799a6b4d80ecb5c4601808579fe617cd79bf8250e04714f3bd11e71f461944,train
badger,inaturalist,304587852,549105704,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/549105704/large.jpg,decfa535ad1456583191a535a4c93458a7bb44ca6749975dd92a7baa408b1dd9,train
badger,inaturalist,304587852,549105713,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/549105713/large.jpg,5bc55707f43bfaf977d386fcb1892e3993fbf8f69bf5964da3ba781b91754b35,train
badger,inaturalist,277878514,498950467,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498950467/large.jpeg,5d7852c8297d33c3b272ea3f755535dd89a1c8fec9a297b155f92a1404ff7d41,train
badger,inaturalist,330213377,598739167,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/598739167/large.jpg,d164681f6411ffb1614f445e72e75fd79820f770afb868259cb9efc62f8f9c5e,train
badger,inaturalist,268776192,483162750,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/483162750/large.jpeg,e04d9365a2d9be1c420cc6c4bf7ed939ddce3f130d355f8fd404be598e4f5a45,train
badger,inaturalist,262975115,472341955,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/472341955/large.jpeg,9c4a9084c7cd2959cf2eac087fb5b4002f91f2c2ce267af2dcd0613c6fc910ce,train
badger,inaturalist,314892485,568787632,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/568787632/large.jpg,ead470467e152a8fbbcb5e77318846d7af1d18370178f591bca1d76a82bff6ac,train
badger,inaturalist,299809716,557962325,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/557962325/large.jpg,88213c2a8adab0cb58f6769185829dd6b17bfb2672ca620d0b68f7bb283a29eb,train
badger,inaturalist,261913145,470626549,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/470626549/large.jpg,4d7e450d6cbb337e6c6709cfc7f4243d6282ce7deb27940942e7647cc9a40dfb,test
badger,inaturalist,301566764,543425624,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/543425624/large.jpg,162521f1458300a64627274b1fea96153805990cbe83503894c90c1c50bfa7d8,train
badger,inaturalist,277878537,498950581,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498950581/large.jpeg,fdb285bbfe6cd6e90d4a3a97e3af5ddcdd4dced61752208251f84165d48d389a,train
badger,inaturalist,251045431,449113699,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/449113699/large.jpeg,772fff07adb7a8c261dbb212a508ee0cf8652dbdb6e665ec31ea09734be521de,train
badger,inaturalist,277878613,498951933,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/498951933/large.jpeg,beb46cce4216b18faa464ac48710c86b55f8c6f17b83c3f6d04183c2f2eeefa2,train
badger,inaturalist,261620278,470050728,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/470050728/large.jpg,ec5de4383d5527910665435d60b6b7aa381ecb37d681977d70a2e2e9d1004659,test
badger,inaturalist,252876763,452728191,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/452728191/large.jpeg,a40d1f63ba9f53e2610a30f7448beb479e90706bec9c556a8193ebc9ecd457d5,train
badger,inaturalist,302318430,545280380,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/545280380/large.jpg,8bb69b89abc9bfa31ac621db6b2f7a8d84b5fa9bb718ce660a8eed776c71b767,train
badger,inaturalist,338144737,614868702,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/614868702/large.jpg,6525ecab2d490d4a898b32e9a246de53c45166e9262b595d675ff69da9372c9e,train
